COLLEGE,DEPT,SSTS,CRN,COURSE,SEC,TITLE,PT TRM,CR,CONT,DAYS,TIME,LOCATION,SCD OVR,SD,INSM,IP,INSTRUCTOR,INS OVR,PRIMARY,% RESPONSE,SAPR,FEE,FEE DETL,MAX CAP,TERMS
College of Arts and Sciences,BLY,A,17398,BLY490,107,SpTp: Molecular Plant-Microbe,1,3.0,3.0,TR,0930  1045,LSCB 0018,,LE,WE,C,T Tran,,Y,100,,,,12,0
College of Arts and Sciences,BLY,A,13520,BLY510,101,Prof in Science,1,3.0,3.0,T,0930  1200,LSCB 0211,,LE,WE,C,K Major,,Y,100,,,,15,0
College of Arts and Sciences,BLY,A,14456,BLY511,101,Developmental Biology,1,3.0,3.0,MWF,1115  1205,LSCB 0018,O,LE,WE,C,T Tran,O,Y,100,,,,3,0
College of Arts and Sciences,BLY,X,15327,BLY511,102,Developmental Biology,1,3.0,3.0,TBA,TBA  TBA,TBA,,LE,WE,C,STAFF,,,,,,,0,0
College of Arts and Sciences,BLY,A,14742,BLY520,101,Biometry,1,4.0,4.0,TR,1230  1400,LSCB 0139,,CE,WE,C,J McCreadie,,Y,100,,15.00,ECPT,10,0
College of Arts and Sciences,BLY,X,13518,BLY526,101,Freshwater Ecology,1,3.0,5.0,TBA,TBA  TBA,TBA,,CE,WE,C,STAFF,,,,,,,0,0
College of Arts and Sciences,BLY,X,14098,BLY530,101,Marine Microbial Ecology,1,3.0,3.0,TBA,TBA  TBA,TBA,,LE,WE,C,STAFF,,,,,,,0,0
College of Arts and Sciences,BLY,A,17143,BLY536,101,Advanced Animal Physiology,1,3.0,3.0,MWF,1220  1310,LSCB 0018,O,LE,WE,C,J Perez,O,Y,100,,,,5,0
College of Arts and Sciences,BLY,A,11105,BLY540,101,Biochemistry I,1,3.0,3.0,TR,1230  1345,HUMB 0160,O,LE,WE,C,L Yet,O,Y,100,,,,2,0
College of Arts and Sciences,BLY,A,11105,BLY540,101,Cross-listed with CH 540.101.  Credit cannot be received for,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,11105,BLY540,101,both BLY 540.101 and CH 440.101.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,13519,BLY544,101,Molecular Biology,1,3.0,3.0,TR,1630  1745,LSCB 0131,,LE,WE,C,L Frost,,Y,100,,,,10,0
College of Arts and Sciences,BLY,X,14199,BLY590,101,Sp Tp-Conservation Genetics,1,4.0,4.0,TBA,TBA  TBA,TBA,,LE,WE,C,STAFF,,,,,,,0,0
College of Arts and Sciences,BLY,X,15451,BLY590,102,Special Topics-Lab Curriculum,1,3.0,3.0,TBA,TBA  TBA,TBA,,LE,WE,C,STAFF,,,,,,,0,0
College of Arts and Sciences,BLY,A,17618,BLY590,103,SpTp: Writing for Biologists,1,3.0,3.0,W,1800  2030,LSCB 0018,,LE,WE,C,J Henning,,Y,100,,,,10,0
