COLLEGE,DEPT,SSTS,CRN,COURSE,SEC,TITLE,PT TRM,CR,CONT,DAYS,TIME,LOCATION,SCD OVR,SD,INSM,IP,INSTRUCTOR,INS OVR,PRIMARY,% RESPONSE,SAPR,FEE,FEE DETL,MAX CAP,TERMS
College of Arts and Sciences,BLY,A,20215,BLY101L,752,class time by utilizing electronic learning tools.  Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20215,BLY101L,752,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20215,BLY101L,752,at the scheduled times.  USAonline courses are offered,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20215,BLY101L,752,in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20216,BLY101L,753,Life Science I Laboratory,1,1.0,2.0,M,1430  1610,LSCB 0144,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20216,BLY101L,753,BLY 101L.753.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20216,BLY101L,753,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20216,BLY101L,753,Requires an additional fee of $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20216,BLY101L,753,meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20216,BLY101L,753,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20217,BLY101L,754,Life Science I Laboratory,1,1.0,2.0,T,0800  0940,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20217,BLY101L,754,BLY 101L.754.  WEB BLENDED SECTION.   This course reduces,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20217,BLY101L,754,the on-campus class time by utilizing electronic learning,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20217,BLY101L,754,tools.  Requires an additional fee of $35.00.  On-campus,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20217,BLY101L,754,class meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20217,BLY101L,754,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20218,BLY101L,755,Life Science I Laboratory,1,1.0,2.0,T,0800  0940,LSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20218,BLY101L,755,BLY 101L.755.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20218,BLY101L,755,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20218,BLY101L,755,Requires an additional fee of $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20218,BLY101L,755,meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20218,BLY101L,755,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20219,BLY101L,756,Life Science I Laboratory,1,1.0,2.0,T,1230  1410,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20219,BLY101L,756,BLY 101L.756.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20219,BLY101L,756,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20219,BLY101L,756,Requires an additional fee of $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20219,BLY101L,756,meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20219,BLY101L,756,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20839,BLY101L,757,Life Science I Laboratory,1,1.0,2.0,T,1230  1410,LSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20839,BLY101L,757,BLY 101L.757.  WEB BLENDED SECTION.    This course reduces,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20839,BLY101L,757,the on-campus class time by utilizing electronic learning,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20839,BLY101L,757,tools.  Requires  an additional fee of $35.00.  On-campus,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20839,BLY101L,757,class meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20839,BLY101L,757,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20840,BLY101L,758,Life Science I Laboratory,1,1.0,2.0,W,1010  1150,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20840,BLY101L,758,BLY101L.758.  WEB BLENDED SECTION. This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20840,BLY101L,758,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20840,BLY101L,758,Requires an additional fee of $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20840,BLY101L,758,meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20840,BLY101L,758,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20841,BLY101L,759,Life Science I Laboratory,1,1.0,2.0,W,1010  1150,LSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20841,BLY101L,759,BLY 101L.759.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20841,BLY101L,759,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20841,BLY101L,759,Requires an additional fee of $35.00.  On-campus,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20841,BLY101L,759,class meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20841,BLY101L,759,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,22045,BLY101L,760,Life Science I Laboratory,1,1.0,2.0,W,1430  1610,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,22045,BLY101L,760,BLY 101L.760.  WEB BLENDED SECTION.    This course reduces,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,22045,BLY101L,760,the on-campus class time by utilizing electronic learning,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,22045,BLY101L,760,tools.  Requires an additional fee of $35.00.  On-campus,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,22045,BLY101L,760,class meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,22045,BLY101L,760,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,22049,BLY101L,761,Life Science I Laboratory,1,1.0,2.0,W,1430  1610,LSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,22049,BLY101L,761,BLY 101L.761.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,22049,BLY101L,761,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,22049,BLY101L,761,Requires an additional fee of  $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,22049,BLY101L,761,meetings will be at the scheduled times. USAonline courses,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,22049,BLY101L,761,are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20274,BLY101L,762,Life Science I Laboratory,1,1.0,2.0,R,1000  1140,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20274,BLY101L,762,BLY 101L.762.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20274,BLY101L,762,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20274,BLY101L,762,Requires an additional fee of $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20274,BLY101L,762,meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20274,BLY101L,762,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20559,BLY101L,763,Life Science I Laboratory,1,1.0,2.0,R,1000  1140,LSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20559,BLY101L,763,BLY 101L.763.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,20559,BLY101L,763,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,20559,BLY101L,763,Requires an additional fee of $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20559,BLY101L,763,meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,20559,BLY101L,763,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,22309,BLY101L,764,Life Science I Laboratory,1,1.0,2.0,M,1800  1940,LSCB 0142,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,22309,BLY101L,764,BLY 101L.764.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,22309,BLY101L,764,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,22309,BLY101L,764,Requires an additional fee of $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,22309,BLY101L,764,meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,22309,BLY101L,764,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,22311,BLY101L,765,Life Science I Laboratory,1,1.0,2.0,T,1800  1940,LSCB 0142,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,22311,BLY101L,765,BLY 101L.765.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,22311,BLY101L,765,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,22311,BLY101L,765,Requires an additional fee of $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,22311,BLY101L,765,meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,22311,BLY101L,765,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,23790,BLY101L,766,Life Science I Laboratory,1,1.0,2.0,W,1800  1940,LSCB 0142,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,23790,BLY101L,766,BLY 101L.766.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,23790,BLY101L,766,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,23790,BLY101L,766,Requires an additional fee of $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,23790,BLY101L,766,meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,23790,BLY101L,766,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,22310,BLY101L,767,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,22310,BLY101L,767,BLY 101L.767.  WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,22310,BLY101L,767,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,22310,BLY101L,767,Requires an additional fee of $35.00.  On-campus,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,22310,BLY101L,767,class meetings will be at the scheduled times.,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,22310,BLY101L,767,USAonline courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,22312,BLY101L,768,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,22312,BLY101L,768,BLY 101L.768.  WEB BLENDED SECTION.   This course reduces,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,22312,BLY101L,768,the on-campus class time by utilizing electronic learning,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,22312,BLY101L,768,tools.  Requires an additional fee of $35.00.  On-campus,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,22312,BLY101L,768,class meetings will be at the scheduled times.  USAonline,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,22312,BLY101L,768,courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,23803,BLY101L,769,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,23803,BLY101L,769,BLY 101L.769.  WEB BLENDED SECTION.   This course reduces,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,23803,BLY101L,769,the on-campus class time by utilizing electronic learning,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,23803,BLY101L,769,tools.  Requires an additional fee of $35.00.  On-campus,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,23803,BLY101L,769,class meetings will be at the scheduled times.,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,23803,BLY101L,769,USAonline courses are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,20221,BLY102,101,Life Science II,1,3.0,3.0,MWF,1010  1100,LSLH 0003,,LE,WE,C,C Delaney Tucker,O,Y,100,,,, 105,0
College of Arts and Sciences,BLY,A,23833,BLY102,102,Life Science II,1,3.0,3.0,TR,1100  1215,LSLH 0003,,LE,WE,C,J Howell,,Y,100,,,, 145,0
College of Arts and Sciences,BLY,A,20822,BLY102,501,Life Science II,1,3.0,3.0,M,1800  2030,LSCB 0131,,LE,WE,C,S Delchamps,,Y,100,,,,  12,0
College of Arts and Sciences,BLY,A,20222,BLY102L,101,Life Science II Lab,1,1.0,2.0,M,1115  1255,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20223,BLY102L,102,Life Science II Lab,1,1.0,2.0,M,1535  1715,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20224,BLY102L,103,Life Science II Lab,1,1.0,2.0,T,0800  0940,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20225,BLY102L,104,Life Science II Lab,1,1.0,2.0,T,1230  1410,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20226,BLY102L,105,Life Science II Lab,1,1.0,2.0,T,1530  1710,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20227,BLY102L,106,Life Science II Lab,1,1.0,2.0,W,0905  1045,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20228,BLY102L,107,Life Science II Lab,1,1.0,2.0,W,1115  1255,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20229,BLY102L,108,Life Science II Lab,1,1.0,2.0,W,1325  1505,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20820,BLY102L,109,Life Science II Lab,1,1.0,2.0,R,1230  1410,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20821,BLY102L,110,Life Science II Lab,1,1.0,2.0,R,1530  1710,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20987,BLY102L,501,Life Science II Lab,1,1.0,2.0,R,1800  1940,LSCB 0045,,BE,WE,C,J Howell,,Y,100,,15.00,EBLY,  20,0
College of Arts and Sciences,BLY,A,20230,BLY121,101,General Biology I,1,3.0,3.0,MWF,1115  1205,LSLH 0003,,LE,WE,C,A Chupp,,Y,100,,,, 145,0
College of Arts and Sciences,BLY,A,24803,BLY121,102,General Biology I,1,3.0,3.0,MWF,1430  1520,LSLH 0003,,LE,WE,C,A Chupp,,Y,100,,,, 145,0
College of Arts and Sciences,BLY,A,20581,BLY121,501,General Biology I,1,3.0,3.0,T,1800  2030,LSLH 0003,,LE,WE,C,R Adlington,,Y,100,,,, 100,0
College of Arts and Sciences,BLY,A,20231,BLY121L,101,General Biology I Lab,1,1.0,3.0,T,0800  1030,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20232,BLY121L,102,General Biology I Lab,1,1.0,3.0,T,1100  1330,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20233,BLY121L,103,General Biology I Lab,1,1.0,3.0,T,1400  1630,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20234,BLY121L,104,General Biology I Lab,1,1.0,3.0,W,1220  1450,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20235,BLY121L,105,General Biology I Lab,1,1.0,3.0,W,1535  1800,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20236,BLY121L,106,General Biology I Lab,1,1.0,3.0,R,0930  1200,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20237,BLY121L,107,General Biology I Lab,1,1.0,3.0,R,1230  1500,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,23122,BLY121L,108,General Biology I Lab,1,1.0,3.0,W,0800  1030,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,X,24253,BLY121L,109,General Biology I Lab,1,1.0,3.0,TBA,TBA  TBA,TBA,,BE,WE,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,24261,BLY121L,110,General Biology I Lab,1,1.0,3.0,TBA,TBA  TBA,TBA,,BE,WE,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,24294,BLY121L,111,General Biology I Lab,1,1.0,3.0,TBA,TBA  TBA,TBA,,BE,WE,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,A,20582,BLY121L,501,General Biology I Lab,1,1.0,3.0,T,1800  2030,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,23132,BLY121L,502,General Biology I Lab,1,1.0,3.0,W,1815  2045,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,25926,BLY121L,503,General Biology I Lab,1,1.0,3.0,R,1800  2030,LSCB 0225,,BE,WE,C,STAFF,,,,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20246,BLY122,101,General Biology II,1,3.0,3.0,TR,1530  1645,LSLH 0003,,LE,WE,C,J Borden,,Y,100,,,, 145,0
College of Arts and Sciences,BLY,X,21928,BLY122,102,General Biology II,1,3.0,3.0,TBA,TBA  TBA,TBA,,LE,WE,C,STAFF,,,,,,,   0,0
College of Arts and Sciences,BLY,A,20247,BLY122,501,General Biology II,1,3.0,3.0,R,1800  2030,LSLH 0003,,LE,WE,C,L Campbell,,Y,100,,,,  90,0
College of Arts and Sciences,BLY,A,25037,BLY122,801,General Biology II,1,3.0,3.0,TBA,TBA  TBA,WEB WEB,,W,WO,C,N Hilbun,,Y,100,,,,  50,0
College of Arts and Sciences,BLY,A,25037,BLY122,801,FULLY ONLINE SECTION. This course is offered via Internet,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,25037,BLY122,801,only and has no scheduled times. USAonline courses are,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,25037,BLY122,801,offered in Canvas.,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,20238,BLY122L,101,General Biology II Laboratory,1,1.0,3.0,T,0800  1030,LSCB 0226,,BE,WE,C,J Borden,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20239,BLY122L,102,General Biology II Laboratory,1,1.0,3.0,T,1100  1330,LSCB 0226,,BE,WE,C,J Borden,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20240,BLY122L,103,General Biology II Laboratory,1,1.0,3.0,W,0800  1030,LSCB 0226,,BE,WE,C,J Borden,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20241,BLY122L,104,General Biology II Laboratory,1,1.0,3.0,W,1115  1345,LSCB 0226,,BE,WE,C,J Borden,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20242,BLY122L,105,General Biology II Laboratory,1,1.0,3.0,W,1430  1700,LSCB 0226,,BE,WE,C,J Borden,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20243,BLY122L,106,General Biology II Laboratory,1,1.0,3.0,R,0800  1030,LSCB 0226,,BE,WE,C,J Borden,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,20244,BLY122L,107,General Biology II Laboratory,1,1.0,3.0,R,1100  1330,LSCB 0226,,BE,WE,C,J Borden,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,24247,BLY122L,108,General Biology II Laboratory,1,1.0,3.0,R,1400  1630,LSCB 0226,,BE,WE,C,J Borden,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,24657,BLY122L,109,General Biology II Laboratory,1,1.0,3.0,T,1400  1630,LSCB 0226,,BE,WE,C,J Borden,O,Y,100,,15.00,EBLY,  24,0
