COLLEGE,DEPT,SSTS,CRN,COURSE,SEC,TITLE,PT TRM,CR,CONT,DAYS,TIME,LOCATION,SCD OVR,SD,INSM,IP,INSTRUCTOR,INS OVR,PRIMARY,% RESPONSE,SAPR,FEE,FEE DETL,MAX CAP,TERMS
College of Arts and Sciences,BLY,A,10283,BLY101L,754,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10283,BLY101L,754,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10283,BLY101L,754,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10284,BLY101L,755,Life Science I Laboratory,LC1,1.0,2.0,T,0800  0940,LSCB 0144,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,10284,BLY101L,755,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10284,BLY101L,755,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10284,BLY101L,755,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10284,BLY101L,755,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10284,BLY101L,755,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10285,BLY101L,756,Life Science I Laboratory,1,1.0,2.0,T,0800  0940,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,10285,BLY101L,756,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10285,BLY101L,756,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10285,BLY101L,756,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10285,BLY101L,756,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10285,BLY101L,756,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10286,BLY101L,757,Life Science I Laboratory,LC1,1.0,2.0,T,1000  1140,LSCB 0144,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,  28,0
College of Arts and Sciences,BLY,A,10286,BLY101L,757,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10286,BLY101L,757,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10286,BLY101L,757,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10286,BLY101L,757,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10286,BLY101L,757,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10287,BLY101L,758,Life Science I Laboratory,LC1,1.0,2.0,T,1000  1140,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  28,0
College of Arts and Sciences,BLY,A,10287,BLY101L,758,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10287,BLY101L,758,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10287,BLY101L,758,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10287,BLY101L,758,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10287,BLY101L,758,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10288,BLY101L,759,Life Science I Laboratory,1,1.0,2.0,T,1400  1540,LSCB 0144,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,10288,BLY101L,759,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10288,BLY101L,759,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10288,BLY101L,759,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10288,BLY101L,759,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10288,BLY101L,759,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10289,BLY101L,760,Life Science I Laboratory,1,1.0,2.0,T,1400  1540,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,10289,BLY101L,760,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10289,BLY101L,760,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10289,BLY101L,760,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10289,BLY101L,760,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10289,BLY101L,760,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10290,BLY101L,761,Life Science I Laboratory,1,1.0,2.0,T,1600  1740,LSCB 0144,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,10290,BLY101L,761,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10290,BLY101L,761,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10290,BLY101L,761,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10290,BLY101L,761,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10290,BLY101L,761,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10291,BLY101L,762,Life Science I Laboratory,LC1,1.0,2.0,T,1600  1740,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  28,0
College of Arts and Sciences,BLY,A,10291,BLY101L,762,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10291,BLY101L,762,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10291,BLY101L,762,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10291,BLY101L,762,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10291,BLY101L,762,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10702,BLY101L,763,Life Science I Laboratory,1,1.0,2.0,W,0800  0940,LSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,10702,BLY101L,763,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10702,BLY101L,763,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10702,BLY101L,763,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10702,BLY101L,763,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10702,BLY101L,763,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,11062,BLY101L,764,Life Science I Laboratory,1,1.0,2.0,W,0800  0940,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,11062,BLY101L,764,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,11062,BLY101L,764,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,11062,BLY101L,764,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,11062,BLY101L,764,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,11062,BLY101L,764,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,11063,BLY101L,765,Life Science I Laboratory,1,1.0,2.0,W,1220  1400,LSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,11063,BLY101L,765,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,11063,BLY101L,765,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,11063,BLY101L,765,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,11063,BLY101L,765,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,11063,BLY101L,765,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,11064,BLY101L,766,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,11064,BLY101L,766,WEB BLENDED SECTION.  This course reduces the on-campus,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,11064,BLY101L,766,class time by utilizing electronic learning tools.  Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,11064,BLY101L,766,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,11064,BLY101L,766,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,11064,BLY101L,766,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,11065,BLY101L,767,Life Science I Laboratory,1,1.0,2.0,W,1430  1610,LSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,11065,BLY101L,767,WEB BLENDED SECTION.  This course reduces the on-campus,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,11065,BLY101L,767,class time by utilizing electronic learning tools.  Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,11065,BLY101L,767,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,11065,BLY101L,767,be at the scheduled times.  USAonline courses are offered,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,11065,BLY101L,767,in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10550,BLY101L,768,Life Science I Laboratory,LC1,1.0,2.0,W,1430  1610,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,10550,BLY101L,768,WEB BLENDED SECTION.  This course reduces the,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10550,BLY101L,768,on-campus class time by utilizing electronic learning tools.,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10550,BLY101L,768,Requires an additional fee of $35.00.  On-campus class,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10550,BLY101L,768,meetings will be at the scheduled times.  USAonline courses,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10550,BLY101L,768,are offered in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10556,BLY101L,769,Life Science I Laboratory,LC1,1.0,2.0,R,0800  0940,LSCB 0144,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,10556,BLY101L,769,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10556,BLY101L,769,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10556,BLY101L,769,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10556,BLY101L,769,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10556,BLY101L,769,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,10701,BLY101L,770,Life Science I Laboratory,LC1,1.0,2.0,R,0800  0940,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  24,0
College of Arts and Sciences,BLY,A,10701,BLY101L,770,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,10701,BLY101L,770,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,10701,BLY101L,770,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,10701,BLY101L,770,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,10701,BLY101L,770,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,13382,BLY101L,771,Life Science I Laboratory,LC1,1.0,2.0,R,1000  1140,LSCB 0144,,BB,WB,C,C Delaney Tucker,,Y,100,,15.00,EBLY,  28,0
College of Arts and Sciences,BLY,A,13382,BLY101L,771,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,13382,BLY101L,771,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,13382,BLY101L,771,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,13382,BLY101L,771,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,13382,BLY101L,771,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,A,13383,BLY101L,772,Life Science I Laboratory,LC1,1.0,2.0,R,1000  1140,LSCB 0142,,BB,WB,C,C Delaney Tucker,O,Y,100,,15.00,EBLY,  28,0
College of Arts and Sciences,BLY,A,13383,BLY101L,772,WEB BLENDED SECTION. This course reduces the on-campus class,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,A,13383,BLY101L,772,time by utilizing electronic learning tools. Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,A,13383,BLY101L,772,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,A,13383,BLY101L,772,be at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,A,13383,BLY101L,772,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,10684,BLY101L,773,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,10684,BLY101L,773,WEB BLENDED SECTION.  This course reduces the on-campus,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,10684,BLY101L,773,class time by utilizing electronic learning tools.  Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,10684,BLY101L,773,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,10684,BLY101L,773,at the scheduled times.  USAonline courses are offered,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,10684,BLY101L,773,in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,10700,BLY101L,774,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,10700,BLY101L,774,WEB BLENDED SECTION.  This course reduces the on-campus,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,10700,BLY101L,774,class time by utilizing electronic learning tools.  Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,10700,BLY101L,774,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,10700,BLY101L,774,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,10700,BLY101L,774,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,10551,BLY101L,775,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,10551,BLY101L,775,WEB BLENDED SECTION.  This course reduces the on-campus,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,10551,BLY101L,775,class time by utilizing electronic learning tools.  Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,10551,BLY101L,775,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,10551,BLY101L,775,at the scheduled times.  USAonline courses are offered in,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,10551,BLY101L,775,Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,10555,BLY101L,776,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,10555,BLY101L,776,WEB BLENDED SECTION.  This course reduces the on-campus,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,10555,BLY101L,776,class time by utilizing electronic learning tools.  Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,10555,BLY101L,776,additional fee of $35.00.  On-campus class meetings will be,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,10555,BLY101L,776,at the scheduled times.  USAonline courses are offered,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,10555,BLY101L,776,in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,10682,BLY101L,777,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,10682,BLY101L,777,WEB BLENDED SECTION.  This course reduces the on-campus,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,10682,BLY101L,777,class time by utilizing electronic learning tools.  Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,10682,BLY101L,777,additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,10682,BLY101L,777,be at the scheduled times.  USAonline courses are offered,,,,,,,,,,,,,,,,,,,4
College of Arts and Sciences,BLY,X,10682,BLY101L,777,in Canvas.,,,,,,,,,,,,,,,,,,,5
College of Arts and Sciences,BLY,X,13058,BLY101L,778,Life Science I Laboratory,1,1.0,2.0,TBA,TBA  TBA,TBA,,BB,WB,C,STAFF,,,,,15.00,EBLY,   0,0
College of Arts and Sciences,BLY,X,13058,BLY101L,778,WEB BLENDED SECTION.  This course reduces the on-campus,,,,,,,,,,,,,,,,,,,1
College of Arts and Sciences,BLY,X,13058,BLY101L,778,class time by utilizing electronic learning tools.  Requires,,,,,,,,,,,,,,,,,,,2
College of Arts and Sciences,BLY,X,13058,BLY101L,778,an additional fee of $35.00.  On-campus class meetings will,,,,,,,,,,,,,,,,,,,3
College of Arts and Sciences,BLY,X,13058,BLY101L,778,be at the scheduled times.  USAonline courses are offered,,,,,,,,,,,,,,,,,,,4
